outcome_id,vendor_id,vendor_name,period,contract_renewed,renewal_term_months,churned,escalation_flag,incident_count,sla_breach_flag,payment_dispute_flag,relationship_health
358,45,Vendor 045,2025-Q2,1,24,0,0,2,0,0,Neutral
359,45,Vendor 045,2025-Q3,0,0,0,1,0,0,1,Neutral
360,45,Vendor 045,2025-Q4,1,6,0,1,2,1,0,Neutral
361,46,Vendor 046,2024-Q1,0,0,0,1,5,0,0,Neutral
362,46,Vendor 046,2024-Q2,1,6,0,0,2,0,0,Neutral
363,46,Vendor 046,2024-Q3,0,0,0,1,4,0,0,Neutral
364,46,Vendor 046,2024-Q4,0,0,0,1,2,1,0,Neutral
365,46,Vendor 046,2025-Q1,0,0,0,0,1,0,0,Neutral
366,46,Vendor 046,2025-Q2,0,0,0,0,3,0,0,Neutral
367,46,Vendor 046,2025-Q3,0,0,1,0,3,0,0,Neutral
368,46,Vendor 046,2025-Q4,0,0,0,0,2,0,0,Neutral
369,47,Vendor 047,2024-Q1,1,6,0,0,2,0,0,Neutral
370,47,Vendor 047,2024-Q2,1,6,0,0,3,0,0,Neutral
371,47,Vendor 047,2024-Q3,1,12,0,1,0,0,1,Neutral
372,47,Vendor 047,2024-Q4,1,12,0,0,3,0,0,Neutral
373,47,Vendor 047,2025-Q1,1,12,0,0,2,0,0,Neutral
374,47,Vendor 047,2025-Q2,0,0,0,0,1,0,0,Neutral
375,47,Vendor 047,2025-Q3,0,0,1,1,2,0,1,Neutral
376,47,Vendor 047,2025-Q4,0,0,0,0,0,0,0,Neutral
377,48,Vendor 048,2024-Q1,1,36,0,1,4,0,0,Neutral
378,48,Vendor 048,2024-Q2,0,0,0,0,2,0,0,Neutral
379,48,Vendor 048,2024-Q3,0,0,0,0,0,0,0,Neutral
380,48,Vendor 048,2024-Q4,1,24,0,1,4,0,0,Neutral
381,48,Vendor 048,2025-Q1,0,0,0,1,4,0,0,Neutral
382,48,Vendor 048,2025-Q2,1,12,0,1,2,0,1,Neutral
383,48,Vendor 048,2025-Q3,0,0,0,0,0,0,0,Neutral
384,48,Vendor 048,2025-Q4,1,24,0,0,1,0,0,Neutral
385,49,Vendor 049,2024-Q1,0,0,1,0,3,0,0,Strong
386,49,Vendor 049,2024-Q2,0,0,0,0,1,0,0,Strong
387,49,Vendor 049,2024-Q3,0,0,0,0,2,0,0,Strong
388,49,Vendor 049,2024-Q4,0,0,0,0,0,0,0,Strong
389,49,Vendor 049,2025-Q1,0,0,0,0,1,0,0,Strong
390,49,Vendor 049,2025-Q2,0,0,0,0,1,0,0,Strong
391,49,Vendor 049,2025-Q3,0,0,0,0,3,0,0,Strong
392,49,Vendor 049,2025-Q4,0,0,0,0,2,0,0,Strong
393,50,Vendor 050,2024-Q1,1,12,0,0,2,0,0,Strong
394,50,Vendor 050,2024-Q2,0,0,0,0,1,0,0,Strong
395,50,Vendor 050,2024-Q3,0,0,0,0,1,0,0,Strong
396,50,Vendor 050,2024-Q4,0,0,0,0,1,0,0,Strong
397,50,Vendor 050,2025-Q1,0,0,0,1,2,1,0,Strong
398,50,Vendor 050,2025-Q2,0,0,0,0,2,0,0,Strong
399,50,Vendor 050,2025-Q3,0,0,0,0,2,0,0,Strong
400,50,Vendor 050,2025-Q4,1,6,0,0,2,0,0,Strong
401,51,Vendor 051,2024-Q1,1,12,0,0,0,0,0,Strong
402,51,Vendor 051,2024-Q2,0,0,0,1,3,1,0,Strong
403,51,Vendor 051,2024-Q3,1,24,0,0,1,0,0,Strong
404,51,Vendor 051,2024-Q4,1,12,0,0,2,0,0,Strong
405,51,Vendor 051,2025-Q1,1,24,0,0,2,0,0,Strong
406,51,Vendor 051,2025-Q2,0,0,0,0,1,0,0,Strong
407,51,Vendor 051,2025-Q3,1,12,0,0,2,0,0,Strong
408,51,Vendor 051,2025-Q4,1,12,0,0,2,0,0,Strong
409,52,Vendor 052,2024-Q1,1,12,0,0,2,0,0,Strong
410,52,Vendor 052,2024-Q2,0,0,0,0,1,0,0,Strong
411,52,Vendor 052,2024-Q3,1,12,0,1,2,0,1,Strong
412,52,Vendor 052,2024-Q4,1,24,0,0,0,0,0,Strong
413,52,Vendor 052,2025-Q1,1,12,0,0,1,0,0,Strong
414,52,Vendor 052,2025-Q2,0,0,0,1,3,0,1,Strong
415,52,Vendor 052,2025-Q3,0,0,0,0,0,0,0,Strong
416,52,Vendor 052,2025-Q4,1,12,0,0,2,0,0,Strong
417,53,Vendor 053,2024-Q1,1,24,0,0,2,0,0,Neutral
418,53,Vendor 053,2024-Q2,0,0,0,0,3,0,0,Neutral
419,53,Vendor 053,2024-Q3,1,6,0,0,0,0,0,Neutral
420,53,Vendor 053,2024-Q4,1,36,0,0,3,0,0,Neutral
421,53,Vendor 053,2025-Q1,0,0,0,1,4,0,0,Neutral
422,53,Vendor 053,2025-Q2,0,0,0,1,2,0,1,Neutral
423,53,Vendor 053,2025-Q3,0,0,0,0,3,0,0,Neutral
424,53,Vendor 053,2025-Q4,1,24,0,0,2,0,0,Neutral
425,54,Vendor 054,2024-Q1,1,12,0,0,2,0,0,Neutral
426,54,Vendor 054,2024-Q2,1,12,0,0,3,0,0,Neutral
427,54,Vendor 054,2024-Q3,1,12,0,1,4,0,0,Neutral
428,54,Vendor 054,2024-Q4,1,12,0,0,1,0,0,Neutral
429,54,Vendor 054,2025-Q1,1,12,0,0,2,0,0,Neutral
430,54,Vendor 054,2025-Q2,1,12,0,0,1,0,0,Neutral
431,54,Vendor 054,2025-Q3,1,12,0,0,2,0,0,Neutral
432,54,Vendor 054,2025-Q4,0,0,0,0,2,0,0,Neutral
433,55,Vendor 055,2024-Q1,1,6,0,1,4,0,0,Neutral
434,55,Vendor 055,2024-Q2,1,12,0,0,2,0,0,Neutral
435,55,Vendor 055,2024-Q3,0,0,0,1,0,1,0,Neutral
436,55,Vendor 055,2024-Q4,1,12,0,0,2,0,0,Neutral
437,55,Vendor 055,2025-Q1,0,0,0,0,1,0,0,Neutral
438,55,Vendor 055,2025-Q2,1,6,0,0,2,0,0,Neutral
439,55,Vendor 055,2025-Q3,1,12,0,0,2,0,0,Neutral
440,55,Vendor 055,2025-Q4,1,6,0,0,1,0,0,Neutral
441,56,Vendor 056,2024-Q1,0,0,0,0,2,0,0,Neutral
442,56,Vendor 056,2024-Q2,0,0,0,1,3,1,0,Neutral
443,56,Vendor 056,2024-Q3,1,12,0,0,2,0,0,Neutral
444,56,Vendor 056,2024-Q4,0,0,0,1,2,0,1,Neutral
445,56,Vendor 056,2025-Q1,1,12,0,0,3,0,0,Neutral
446,56,Vendor 056,2025-Q2,0,0,0,0,2,0,0,Neutral
447,56,Vendor 056,2025-Q3,0,0,0,0,1,0,0,Neutral
448,56,Vendor 056,2025-Q4,0,0,1,1,5,0,0,Neutral
449,57,Vendor 057,2024-Q1,1,12,0,0,1,0,0,Strong
450,57,Vendor 057,2024-Q2,0,0,0,1,4,0,0,Strong
451,57,Vendor 057,2024-Q3,1,6,0,0,2,0,0,Strong
452,57,Vendor 057,2024-Q4,0,0,0,0,1,0,0,Strong
453,57,Vendor 057,2025-Q1,0,0,0,1,0,0,1,Strong
454,57,Vendor 057,2025-Q2,0,0,0,1,1,0,1,Strong
455,57,Vendor 057,2025-Q3,1,36,0,0,2,0,0,Strong
456,57,Vendor 057,2025-Q4,1,24,0,0,1,0,0,Strong
457,58,Vendor 058,2024-Q1,1,36,0,0,1,0,0,Strong
458,58,Vendor 058,2024-Q2,0,0,0,0,0,0,0,Strong
459,58,Vendor 058,2024-Q3,1,6,0,0,1,0,0,Strong
460,58,Vendor 058,2024-Q4,1,12,0,0,0,0,0,Strong
461,58,Vendor 058,2025-Q1,1,12,0,0,0,0,0,Strong
462,58,Vendor 058,2025-Q2,1,24,0,1,1,0,1,Strong
463,58,Vendor 058,2025-Q3,1,12,0,0,1,0,0,Strong
464,58,Vendor 058,2025-Q4,1,12,0,0,2,0,0,Strong
465,59,Vendor 059,2024-Q1,1,6,0,0,2,0,0,Strong
466,59,Vendor 059,2024-Q2,0,0,0,0,2,0,0,Strong
467,59,Vendor 059,2024-Q3,0,0,0,0,2,0,0,Strong
468,59,Vendor 059,2024-Q4,0,0,0,0,1,0,0,Strong
469,59,Vendor 059,2025-Q1,0,0,0,0,0,0,0,Strong
470,59,Vendor 059,2025-Q2,1,6,0,0,2,0,0,Strong
471,59,Vendor 059,2025-Q3,1,12,0,0,0,0,0,Strong
472,59,Vendor 059,2025-Q4,1,12,0,0,1,0,0,Strong
473,60,Vendor 060,2024-Q1,1,6,0,0,2,0,0,Strong
474,60,Vendor 060,2024-Q2,1,24,0,0,1,0,0,Strong
475,60,Vendor 060,2024-Q3,1,6,0,0,1,0,0,Strong
476,60,Vendor 060,2024-Q4,1,36,0,0,2,0,0,Strong
477,60,Vendor 060,2025-Q1,1,6,0,0,2,0,0,Strong
478,60,Vendor 060,2025-Q2,1,6,0,0,2,0,0,Strong
479,60,Vendor 060,2025-Q3,1,6,0,0,0,0,0,Strong
480,60,Vendor 060,2025-Q4,1,12,0,0,2,0,0,Strong
481,61,Vendor 061,2024-Q1,1,12,0,0,1,0,0,Strong
482,61,Vendor 061,2024-Q2,1,6,0,0,1,0,0,Strong
483,61,Vendor 061,2024-Q3,1,12,0,0,0,0,0,Strong
484,61,Vendor 061,2024-Q4,1,12,0,0,1,0,0,Strong
485,61,Vendor 061,2025-Q1,1,36,0,0,0,0,0,Strong
486,61,Vendor 061,2025-Q2,1,36,0,0,2,0,0,Strong
487,61,Vendor 061,2025-Q3,1,36,0,0,0,0,0,Strong
488,61,Vendor 061,2025-Q4,1,12,0,0,1,0,0,Strong
489,62,Vendor 062,2024-Q1,1,12,0,0,1,0,0,Strong
490,62,Vendor 062,2024-Q2,1,12,0,0,0,0,0,Strong
491,62,Vendor 062,2024-Q3,1,12,0,0,1,0,0,Strong
492,62,Vendor 062,2024-Q4,1,12,0,0,0,0,0,Strong
493,62,Vendor 062,2025-Q1,1,12,0,0,0,0,0,Strong
494,62,Vendor 062,2025-Q2,1,12,0,0,0,0,0,Strong
495,62,Vendor 062,2025-Q3,0,0,0,0,0,0,0,Strong
496,62,Vendor 062,2025-Q4,1,12,0,0,0,0,0,Strong
497,63,Vendor 063,2024-Q1,1,12,0,0,1,0,0,Strong
498,63,Vendor 063,2024-Q2,1,24,0,1,1,0,1,Strong
499,63,Vendor 063,2024-Q3,1,6,0,0,1,0,0,Strong
500,63,Vendor 063,2024-Q4,1,12,0,0,3,0,0,Strong
501,63,Vendor 063,2025-Q1,1,36,0,0,0,0,0,Strong
502,63,Vendor 063,2025-Q2,1,36,0,0,1,0,0,Strong
503,63,Vendor 063,2025-Q3,1,12,0,0,3,0,0,Strong
504,63,Vendor 063,2025-Q4,1,6,0,0,3,0,0,Strong
505,64,Vendor 064,2024-Q1,1,36,0,0,2,0,0,Strong
506,64,Vendor 064,2024-Q2,1,24,0,0,2,0,0,Strong
507,64,Vendor 064,2024-Q3,1,24,0,0,0,0,0,Strong
508,64,Vendor 064,2024-Q4,1,12,0,0,2,0,0,Strong
509,64,Vendor 064,2025-Q1,0,0,0,1,0,1,0,Strong
510,64,Vendor 064,2025-Q2,1,24,0,0,1,0,0,Strong
511,64,Vendor 064,2025-Q3,1,12,0,0,1,0,0,Strong
512,64,Vendor 064,2025-Q4,0,0,0,0,1,0,0,Strong
513,65,Vendor 065,2024-Q1,1,12,0,0,0,0,0,Strong
514,65,Vendor 065,2024-Q2,0,0,0,0,3,0,0,Strong
515,65,Vendor 065,2024-Q3,1,12,0,0,1,0,0,Strong
516,65,Vendor 065,2024-Q4,1,12,0,0,3,0,0,Strong
517,65,Vendor 065,2025-Q1,0,0,1,1,3,1,0,Strong
518,65,Vendor 065,2025-Q2,0,0,0,0,0,0,0,Strong
519,65,Vendor 065,2025-Q3,0,0,0,0,1,0,0,Strong
520,65,Vendor 065,2025-Q4,0,0,0,0,0,0,0,Strong
521,66,Vendor 066,2024-Q1,1,6,0,0,3,0,0,Strong
522,66,Vendor 066,2024-Q2,1,6,0,1,2,1,1,Strong
523,66,Vendor 066,2024-Q3,1,24,0,0,0,0,0,Strong
524,66,Vendor 066,2024-Q4,1,12,0,0,2,0,0,Strong
525,66,Vendor 066,2025-Q1,1,12,0,0,0,0,0,Strong
526,66,Vendor 066,2025-Q2,1,6,0,0,2,0,0,Strong
527,66,Vendor 066,2025-Q3,0,0,0,0,1,0,0,Strong
528,66,Vendor 066,2025-Q4,1,12,0,1,5,0,0,Strong
529,67,Vendor 067,2024-Q1,1,12,0,1,1,1,0,Strong
530,67,Vendor 067,2024-Q2,0,0,0,0,2,0,0,Strong
531,67,Vendor 067,2024-Q3,0,0,0,0,0,0,0,Strong
532,67,Vendor 067,2024-Q4,1,12,0,0,1,0,0,Strong
533,67,Vendor 067,2025-Q1,1,12,0,0,2,0,0,Strong
534,67,Vendor 067,2025-Q2,1,12,0,0,0,0,0,Strong
535,67,Vendor 067,2025-Q3,0,0,0,1,2,0,1,Strong
536,67,Vendor 067,2025-Q4,1,24,0,0,3,0,0,Strong
537,68,Vendor 068,2024-Q1,1,12,0,0,2,0,0,Neutral
538,68,Vendor 068,2024-Q2,0,0,0,1,5,0,0,Neutral
539,68,Vendor 068,2024-Q3,0,0,0,0,0,0,0,Neutral
540,68,Vendor 068,2024-Q4,1,12,0,0,3,0,0,Neutral
541,68,Vendor 068,2025-Q1,1,12,0,1,4,0,0,Neutral
542,68,Vendor 068,2025-Q2,1,6,0,0,1,0,0,Neutral
543,68,Vendor 068,2025-Q3,0,0,0,0,1,0,0,Neutral
544,68,Vendor 068,2025-Q4,0,0,0,0,2,0,0,Neutral
545,69,Vendor 069,2024-Q1,0,0,0,0,1,0,0,Strong
546,69,Vendor 069,2024-Q2,0,0,0,1,1,1,0,Strong
547,69,Vendor 069,2024-Q3,1,36,0,0,1,0,0,Strong
548,69,Vendor 069,2024-Q4,1,12,0,0,3,0,0,Strong
549,69,Vendor 069,2025-Q1,1,12,0,0,3,0,0,Strong
550,69,Vendor 069,2025-Q2,1,12,0,0,1,0,0,Strong
551,69,Vendor 069,2025-Q3,0,0,0,1,4,0,0,Strong
552,69,Vendor 069,2025-Q4,1,12,0,0,2,0,0,Strong
553,70,Vendor 070,2024-Q1,1,12,0,0,3,0,0,Weak
554,70,Vendor 070,2024-Q2,0,0,1,1,4,0,0,Weak
555,70,Vendor 070,2024-Q3,0,0,0,1,4,0,0,Weak
556,70,Vendor 070,2024-Q4,0,0,0,1,2,1,0,Weak
557,70,Vendor 070,2025-Q1,0,0,0,0,2,0,0,Weak
558,70,Vendor 070,2025-Q2,0,0,0,0,2,0,0,Weak
559,70,Vendor 070,2025-Q3,0,0,0,0,2,0,0,Weak
560,70,Vendor 070,2025-Q4,0,0,0,1,4,0,0,Weak
561,71,Vendor 071,2024-Q1,1,24,0,0,1,0,0,Neutral
562,71,Vendor 071,2024-Q2,1,6,0,0,1,0,0,Neutral
563,71,Vendor 071,2024-Q3,1,36,0,0,2,0,0,Neutral
564,71,Vendor 071,2024-Q4,0,0,0,0,2,0,0,Neutral
565,71,Vendor 071,2025-Q1,0,0,0,1,1,1,0,Neutral
566,71,Vendor 071,2025-Q2,1,12,0,1,1,1,0,Neutral
567,71,Vendor 071,2025-Q3,1,6,0,0,1,0,0,Neutral
568,71,Vendor 071,2025-Q4,1,12,0,0,3,0,0,Neutral
569,72,Vendor 072,2024-Q1,1,12,0,0,0,0,0,Strong
570,72,Vendor 072,2024-Q2,0,0,0,0,1,0,0,Strong
571,72,Vendor 072,2024-Q3,1,12,0,0,0,0,0,Strong
572,72,Vendor 072,2024-Q4,1,12,0,0,0,0,0,Strong
573,72,Vendor 072,2025-Q1,1,12,0,0,1,0,0,Strong
574,72,Vendor 072,2025-Q2,1,36,0,0,1,0,0,Strong
575,72,Vendor 072,2025-Q3,1,6,0,0,2,0,0,Strong
576,72,Vendor 072,2025-Q4,1,12,0,0,1,0,0,Strong
577,73,Vendor 073,2024-Q1,0,0,0,1,1,1,0,Neutral
578,73,Vendor 073,2024-Q2,1,36,0,0,1,0,0,Neutral
579,73,Vendor 073,2024-Q3,0,0,0,0,1,0,0,Neutral
580,73,Vendor 073,2024-Q4,1,12,0,1,1,0,1,Neutral
581,73,Vendor 073,2025-Q1,1,6,0,0,0,0,0,Neutral
582,73,Vendor 073,2025-Q2,0,0,0,0,2,0,0,Neutral
583,73,Vendor 073,2025-Q3,1,6,0,1,5,0,0,Neutral
584,73,Vendor 073,2025-Q4,0,0,0,0,2,0,0,Neutral
585,74,Vendor 074,2024-Q1,1,36,0,0,1,0,0,Strong
586,74,Vendor 074,2024-Q2,1,12,0,0,0,0,0,Strong
587,74,Vendor 074,2024-Q3,1,6,0,0,0,0,0,Strong
588,74,Vendor 074,2024-Q4,0,0,0,1,0,1,0,Strong
589,74,Vendor 074,2025-Q1,0,0,0,0,0,0,0,Strong
590,74,Vendor 074,2025-Q2,1,12,0,0,1,0,0,Strong
591,74,Vendor 074,2025-Q3,1,6,0,0,2,0,0,Strong
592,74,Vendor 074,2025-Q4,0,0,0,0,1,0,0,Strong
593,75,Vendor 075,2024-Q1,0,0,0,0,0,0,0,Strong
594,75,Vendor 075,2024-Q2,1,24,0,0,3,0,0,Strong
595,75,Vendor 075,2024-Q3,1,12,0,0,2,0,0,Strong
596,75,Vendor 075,2024-Q4,0,0,0,1,4,0,0,Strong
597,75,Vendor 075,2025-Q1,0,0,0,0,2,0,0,Strong
598,75,Vendor 075,2025-Q2,0,0,0,0,3,0,0,Strong
599,75,Vendor 075,2025-Q3,1,12,0,0,3,0,0,Strong
600,75,Vendor 075,2025-Q4,1,6,0,1,5,0,0,Strong
601,76,Vendor 076,2024-Q1,1,24,0,0,1,0,0,Strong
602,76,Vendor 076,2024-Q2,1,24,0,0,1,0,0,Strong
603,76,Vendor 076,2024-Q3,0,0,0,1,4,1,0,Strong
604,76,Vendor 076,2024-Q4,0,0,0,0,0,0,0,Strong
605,76,Vendor 076,2025-Q1,1,6,0,0,2,0,0,Strong
606,76,Vendor 076,2025-Q2,1,6,0,0,0,0,0,Strong
607,76,Vendor 076,2025-Q3,1,24,0,0,1,0,0,Strong
608,76,Vendor 076,2025-Q4,1,12,0,0,3,0,0,Strong
609,77,Vendor 077,2024-Q1,1,36,0,0,2,0,0,Neutral
610,77,Vendor 077,2024-Q2,1,6,0,1,4,0,0,Neutral
611,77,Vendor 077,2024-Q3,1,12,0,0,1,0,0,Neutral
612,77,Vendor 077,2024-Q4,1,12,0,0,2,0,0,Neutral
613,77,Vendor 077,2025-Q1,0,0,1,0,0,0,0,Neutral
614,77,Vendor 077,2025-Q2,0,0,0,0,2,0,0,Neutral
615,77,Vendor 077,2025-Q3,0,0,0,0,2,0,0,Neutral
616,77,Vendor 077,2025-Q4,0,0,0,1,4,0,0,Neutral
617,78,Vendor 078,2024-Q1,1,12,0,0,1,0,0,Neutral
618,78,Vendor 078,2024-Q2,0,0,0,1,4,0,0,Neutral
619,78,Vendor 078,2024-Q3,1,12,0,1,4,0,0,Neutral
620,78,Vendor 078,2024-Q4,0,0,0,0,2,0,0,Neutral
621,78,Vendor 078,2025-Q1,0,0,0,0,2,0,0,Neutral
622,78,Vendor 078,2025-Q2,1,24,0,0,3,0,0,Neutral
623,78,Vendor 078,2025-Q3,1,24,0,0,2,0,0,Neutral
624,78,Vendor 078,2025-Q4,1,12,0,0,0,0,0,Neutral
625,79,Vendor 079,2024-Q1,1,24,0,0,0,0,0,Strong
626,79,Vendor 079,2024-Q2,0,0,1,1,4,0,0,Strong
627,79,Vendor 079,2024-Q3,0,0,0,0,1,0,0,Strong
628,79,Vendor 079,2024-Q4,0,0,0,0,0,0,0,Strong
629,79,Vendor 079,2025-Q1,0,0,0,0,0,0,0,Strong
630,79,Vendor 079,2025-Q2,0,0,0,0,0,0,0,Strong
631,79,Vendor 079,2025-Q3,0,0,0,0,2,0,0,Strong
632,79,Vendor 079,2025-Q4,0,0,0,0,1,0,0,Strong
633,80,Vendor 080,2024-Q1,1,12,0,0,3,0,0,Strong
634,80,Vendor 080,2024-Q2,1,6,0,0,3,0,0,Strong
635,80,Vendor 080,2024-Q3,1,24,0,0,2,0,0,Strong
636,80,Vendor 080,2024-Q4,1,24,0,1,2,0,1,Strong
637,80,Vendor 080,2025-Q1,0,0,0,0,2,0,0,Strong
638,80,Vendor 080,2025-Q2,0,0,0,1,4,1,0,Strong
639,80,Vendor 080,2025-Q3,1,12,0,0,1,0,0,Strong
640,80,Vendor 080,2025-Q4,1,12,0,1,4,0,0,Strong
641,81,Vendor 081,2024-Q1,0,0,0,1,4,0,0,Neutral
642,81,Vendor 081,2024-Q2,1,12,0,0,3,0,0,Neutral
643,81,Vendor 081,2024-Q3,1,12,0,0,2,0,0,Neutral
644,81,Vendor 081,2024-Q4,0,0,0,1,4,0,0,Neutral
645,81,Vendor 081,2025-Q1,0,0,0,0,1,0,0,Neutral
646,81,Vendor 081,2025-Q2,1,12,0,0,2,0,0,Neutral
647,81,Vendor 081,2025-Q3,1,12,0,0,3,0,0,Neutral
648,81,Vendor 081,2025-Q4,1,12,0,0,2,0,0,Neutral
649,82,Vendor 082,2024-Q1,1,12,0,0,1,0,0,Neutral
650,82,Vendor 082,2024-Q2,1,12,0,0,2,0,0,Neutral
651,82,Vendor 082,2024-Q3,0,0,0,0,0,0,0,Neutral
652,82,Vendor 082,2024-Q4,1,12,0,0,1,0,0,Neutral
653,82,Vendor 082,2025-Q1,0,0,0,0,3,0,0,Neutral
654,82,Vendor 082,2025-Q2,1,6,0,0,3,0,0,Neutral
655,82,Vendor 082,2025-Q3,1,24,0,0,1,0,0,Neutral
656,82,Vendor 082,2025-Q4,0,0,0,0,2,0,0,Neutral
657,83,Vendor 083,2024-Q1,1,36,0,0,3,0,0,Neutral
658,83,Vendor 083,2024-Q2,1,12,0,1,4,0,0,Neutral
659,83,Vendor 083,2024-Q3,0,0,0,0,2,0,0,Neutral
660,83,Vendor 083,2024-Q4,0,0,0,0,1,0,0,Neutral
661,83,Vendor 083,2025-Q1,0,0,0,0,2,0,0,Neutral
662,83,Vendor 083,2025-Q2,1,12,0,0,3,0,0,Neutral
663,83,Vendor 083,2025-Q3,0,0,0,0,2,0,0,Neutral
664,83,Vendor 083,2025-Q4,1,6,0,0,2,0,0,Neutral
665,84,Vendor 084,2024-Q1,0,0,0,0,3,0,0,Neutral
666,84,Vendor 084,2024-Q2,0,0,1,1,4,0,1,Neutral
667,84,Vendor 084,2024-Q3,0,0,0,0,1,0,0,Neutral
668,84,Vendor 084,2024-Q4,0,0,0,0,2,0,0,Neutral
669,84,Vendor 084,2025-Q1,0,0,0,1,2,1,1,Neutral
670,84,Vendor 084,2025-Q2,0,0,0,0,2,0,0,Neutral
671,84,Vendor 084,2025-Q3,0,0,0,0,2,0,0,Neutral
672,84,Vendor 084,2025-Q4,0,0,0,0,2,0,0,Neutral
673,85,Vendor 085,2024-Q1,1,6,0,0,1,0,0,Strong
674,85,Vendor 085,2024-Q2,0,0,0,0,0,0,0,Strong
675,85,Vendor 085,2024-Q3,1,12,0,0,0,0,0,Strong
676,85,Vendor 085,2024-Q4,0,0,1,1,2,0,1,Strong
677,85,Vendor 085,2025-Q1,0,0,0,0,2,0,0,Strong
678,85,Vendor 085,2025-Q2,0,0,0,0,1,0,0,Strong
679,85,Vendor 085,2025-Q3,0,0,0,0,1,0,0,Strong
680,85,Vendor 085,2025-Q4,0,0,0,0,0,0,0,Strong
681,86,Vendor 086,2024-Q1,1,6,0,0,0,0,0,Strong
682,86,Vendor 086,2024-Q2,1,24,0,0,3,0,0,Strong
683,86,Vendor 086,2024-Q3,1,12,0,0,3,0,0,Strong
684,86,Vendor 086,2024-Q4,0,0,0,0,2,0,0,Strong
685,86,Vendor 086,2025-Q1,1,6,0,0,2,0,0,Strong
686,86,Vendor 086,2025-Q2,0,0,0,1,4,0,0,Strong
687,86,Vendor 086,2025-Q3,1,12,0,0,1,0,0,Strong
688,86,Vendor 086,2025-Q4,1,6,0,0,2,0,0,Strong
689,87,Vendor 087,2024-Q1,1,24,0,1,0,0,1,Strong
690,87,Vendor 087,2024-Q2,0,0,0,0,1,0,0,Strong
691,87,Vendor 087,2024-Q3,0,0,0,0,0,0,0,Strong
692,87,Vendor 087,2024-Q4,1,12,0,1,2,1,0,Strong
693,87,Vendor 087,2025-Q1,1,12,0,0,0,0,0,Strong
694,87,Vendor 087,2025-Q2,1,6,0,0,1,0,0,Strong
695,87,Vendor 087,2025-Q3,0,0,0,0,1,0,0,Strong
696,87,Vendor 087,2025-Q4,0,0,0,0,1,0,0,Strong
697,88,Vendor 088,2024-Q1,1,12,0,0,3,0,0,Neutral
698,88,Vendor 088,2024-Q2,0,0,0,0,3,0,0,Neutral
699,88,Vendor 088,2024-Q3,1,12,0,0,0,0,0,Neutral
700,88,Vendor 088,2024-Q4,0,0,0,1,2,1,1,Neutral
701,88,Vendor 088,2025-Q1,0,0,0,1,1,1,0,Neutral
702,88,Vendor 088,2025-Q2,0,0,0,0,1,0,0,Neutral
703,88,Vendor 088,2025-Q3,0,0,0,1,4,0,0,Neutral
704,88,Vendor 088,2025-Q4,1,24,0,0,3,0,0,Neutral
705,89,Vendor 089,2024-Q1,1,12,0,0,0,0,0,Strong
706,89,Vendor 089,2024-Q2,0,0,1,0,0,0,0,Strong
707,89,Vendor 089,2024-Q3,0,0,0,0,1,0,0,Strong
708,89,Vendor 089,2024-Q4,0,0,0,0,2,0,0,Strong
709,89,Vendor 089,2025-Q1,0,0,0,0,0,0,0,Strong
710,89,Vendor 089,2025-Q2,0,0,0,0,2,0,0,Strong
711,89,Vendor 089,2025-Q3,0,0,0,0,2,0,0,Strong
712,89,Vendor 089,2025-Q4,0,0,0,0,0,0,0,Strong
713,90,Vendor 090,2024-Q1,0,0,0,1,2,1,0,Weak
714,90,Vendor 090,2024-Q2,0,0,0,0,1,0,0,Weak
715,90,Vendor 090,2024-Q3,1,6,0,0,1,0,0,Weak
716,90,Vendor 090,2024-Q4,1,12,0,0,1,0,0,Weak
717,90,Vendor 090,2025-Q1,1,24,0,1,4,0,0,Weak
718,90,Vendor 090,2025-Q2,1,36,0,0,3,0,0,Weak
719,90,Vendor 090,2025-Q3,0,0,0,0,3,0,0,Weak
720,90,Vendor 090,2025-Q4,1,12,0,0,3,0,0,Weak
721,91,Vendor 091,2024-Q1,1,24,0,0,1,0,0,Strong
722,91,Vendor 091,2024-Q2,1,24,0,0,1,0,0,Strong
723,91,Vendor 091,2024-Q3,1,6,0,0,0,0,0,Strong
724,91,Vendor 091,2024-Q4,1,12,0,0,0,0,0,Strong
725,91,Vendor 091,2025-Q1,1,24,0,0,0,0,0,Strong
726,91,Vendor 091,2025-Q2,1,6,0,0,0,0,0,Strong
727,91,Vendor 091,2025-Q3,0,0,0,0,2,0,0,Strong
728,91,Vendor 091,2025-Q4,1,12,0,0,0,0,0,Strong
729,92,Vendor 092,2024-Q1,1,24,0,1,0,0,1,Neutral
730,92,Vendor 092,2024-Q2,1,12,0,0,3,0,0,Neutral
731,92,Vendor 092,2024-Q3,1,24,0,0,2,0,0,Neutral
732,92,Vendor 092,2024-Q4,1,12,0,1,1,1,0,Neutral
733,92,Vendor 092,2025-Q1,1,24,0,0,0,0,0,Neutral
734,92,Vendor 092,2025-Q2,1,12,0,0,0,0,0,Neutral
735,92,Vendor 092,2025-Q3,1,36,0,0,1,0,0,Neutral
736,92,Vendor 092,2025-Q4,1,12,0,1,4,0,0,Neutral
737,93,Vendor 093,2024-Q1,1,12,0,0,2,0,0,Strong
738,93,Vendor 093,2024-Q2,0,0,0,1,6,0,0,Strong
739,93,Vendor 093,2024-Q3,1,6,0,0,2,0,0,Strong
